avg_loss,total_loss,avg_localization_loss,avg_false_positive_loss,avg_false_negative_loss,avg_iou,precision,recall,f1_score,total_images,total_gt_boxes,total_pred_boxes,total_true_positives,total_false_positives,total_false_negatives,hash,token_file,generation,timestamp,fitness
1.41879053643557,51.076459311680516,0.1516609068059405,1.0416666666666667,0.22546296296296298,0.6596034393114898,0.4615384615378698,0.6545454545442645,0.5413533834093278,36,55,78,36,42,19,tokens_830ac0dea44d3695541e0323487ea1e01494e3419041c6fcd04671c796e53bb0,./population/gen_0006/tokens_830ac0dea44d3695541e0323487ea1e01494e3419041c6fcd04671c796e53bb0.npy,6,2026-05-17 18:02:14.525061,1.41879053643557
1.4202207266042897,51.12794615775443,0.15309109697466047,1.0138888888888888,0.25324074074074077,0.6447316596074263,0.4605263157888677,0.6363636363624793,0.5343511449886369,36,55,76,35,41,20,tokens_f6944613e43ba8f6119f0b69e3d278c8549b93e6f7d6f345c1d40cbd4bc8c322,./population/gen_0006/tokens_f6944613e43ba8f6119f0b69e3d278c8549b93e6f7d6f345c1d40cbd4bc8c322.npy,6,2026-05-17 18:02:31.352070,1.4202207266042897
1.4204752135301089,51.13710768708392,0.15334558390047937,1.0138888888888888,0.25324074074074077,0.6451181730058653,0.4605263157888677,0.6363636363624793,0.5343511449886369,36,55,76,35,41,20,tokens_1d850a6874ac315bca10dda9ae00bc7e117739c7caf738e23b2d122487b4571f,./population/gen_0006/tokens_1d850a6874ac315bca10dda9ae00bc7e117739c7caf738e23b2d122487b4571f.npy,6,2026-05-17 18:02:48.286501,1.4204752135301089
1.4207063694948447,51.14542930181441,0.15357673986521525,1.0416666666666667,0.22546296296296298,0.6582407505758354,0.4615384615378698,0.6545454545442645,0.5413533834093278,36,55,78,36,42,19,tokens_6002194f099ff2199ee2a95d1fff4a10119e2a93aeeabb7e82060725534c9e99,./population/gen_0006/tokens_6002194f099ff2199ee2a95d1fff4a10119e2a93aeeabb7e82060725534c9e99.npy,6,2026-05-17 18:03:05.113361,1.4207063694948447
1.421784750130549,51.18425100469976,0.1546551205009192,1.0416666666666667,0.22546296296296298,0.6546015453772056,0.4615384615378698,0.6545454545442645,0.5413533834093278,36,55,78,36,42,19,tokens_395cc72f34732c395a0cf22df6ee03be904457686878290832aba5f03d8c3d8b,./population/gen_0006/tokens_395cc72f34732c395a0cf22df6ee03be904457686878290832aba5f03d8c3d8b.npy,6,2026-05-17 18:03:22.017987,1.421784750130549
1.5147221824343597,54.52999856763695,0.14574070095287825,1.0972222222222223,0.2717592592592592,0.6366798603266042,0.4374999999994531,0.6363636363624793,0.5185185184694651,36,55,80,35,45,20,tokens_9fb2cdbac21ad080c885ca4160647c22d9649e9712bc5a9f3898ed1c4a0d8726,./population/gen_0006/tokens_9fb2cdbac21ad080c885ca4160647c22d9649e9712bc5a9f3898ed1c4a0d8726.npy,6,2026-05-17 18:03:38.844673,1.5147221824343597
1.4580314814774091,52.48913333318673,0.15386481481074213,1.0509259259259258,0.25324074074074077,0.6436075707716968,0.4430379746829835,0.6363636363624793,0.5223880596523168,36,55,79,35,44,20,tokens_7d9578302b90ee58ac50a9fff76b772884349681d0c3d0b0d3f5edb42685cac5,./population/gen_0006/tokens_7d9578302b90ee58ac50a9fff76b772884349681d0c3d0b0d3f5edb42685cac5.npy,6,2026-05-17 18:03:55.654388,1.4580314814774091
1.4965580486917782,53.876089752904015,0.15303953017325966,1.0902777777777777,0.25324074074074077,0.6435569112296663,0.4320987654315653,0.6363636363624793,0.5147058823040116,36,55,81,35,46,20,tokens_ed2c85113575143f03d573168ad0a93bdf2053d20bdfd38dfb4969cd309af44f,./population/gen_0006/tokens_ed2c85113575143f03d573168ad0a93bdf2053d20bdfd38dfb4969cd309af44f.npy,6,2026-05-17 18:04:12.754623,1.4965580486917782
1.5175484928995477,54.63174574438372,0.15319664104769587,1.1111111111111112,0.25324074074074077,0.6427140309852383,0.4374999999994531,0.6363636363624793,0.5185185184694651,36,55,80,35,45,20,tokens_c9c37cffd29a02b762d2485f693e00c038ee23e2672686be1594a01410e7c30a,./population/gen_0006/tokens_c9c37cffd29a02b762d2485f693e00c038ee23e2672686be1594a01410e7c30a.npy,6,2026-05-17 18:04:29.796659,1.5175484928995477
1.5359674794941922,55.294829261790916,0.1530971091238215,1.1388888888888888,0.24398148148148144,0.6458702950290013,0.43373493975851357,0.6545454545442645,0.5217391303860849,36,55,83,36,47,19,tokens_fdcc9553f90151cf3871add9f6b63381da6525ab559719d99c4931174e165f02,./population/gen_0006/tokens_fdcc9553f90151cf3871add9f6b63381da6525ab559719d99c4931174e165f02.npy,6,2026-05-17 18:04:46.782287,1.5359674794941922
1.5773149432815612,56.7833379581362,0.1620371655037833,1.162037037037037,0.25324074074074077,0.6372558808182242,0.42168674698744374,0.6363636363624793,0.5072463767629174,36,55,83,35,48,20,tokens_904edfbfdf2819840dc1688841aeebefae72c547fa77c352f70577718097858b,./population/gen_0006/tokens_904edfbfdf2819840dc1688841aeebefae72c547fa77c352f70577718097858b.npy,6,2026-05-17 18:05:03.859671,1.5773149432815612
1.5004304732468126,54.01549703688525,0.14996751028384944,1.0972222222222223,0.25324074074074077,0.6496393935199495,0.4374999999994531,0.6363636363624793,0.5185185184694651,36,55,80,35,45,20,tokens_9f39c7707b9cea293c9448a29405cb3e1ef3ac98e3a7e0662b829baf717d78f3,./population/gen_0006/tokens_9f39c7707b9cea293c9448a29405cb3e1ef3ac98e3a7e0662b829baf717d78f3.npy,6,2026-05-17 18:05:20.527199,1.5004304732468126
1.6042368248215815,57.752525693576935,0.1658108988956556,1.1944444444444444,0.24398148148148144,0.6314940790591497,0.4235294117642076,0.6545454545442645,0.5142857142372755,36,55,85,36,49,19,tokens_76d6e62bfd6642e84ef5682d73c6b8595676d2005d6f23fe541f0343b94468d5,./population/gen_0006/tokens_76d6e62bfd6642e84ef5682d73c6b8595676d2005d6f23fe541f0343b94468d5.npy,6,2026-05-17 18:05:37.387082,1.6042368248215815
1.5143256029889596,54.515721707602545,0.15460338076673708,1.134259259259259,0.22546296296296298,0.649184606587833,0.43902439024336704,0.6545454545442645,0.5255474452066493,36,55,82,36,46,19,tokens_a6bd926a0f8f1cabc42a8f310d8ef8e3c70afb6e6d0666cee464c1b6b5666143,./population/gen_0006/tokens_a6bd926a0f8f1cabc42a8f310d8ef8e3c70afb6e6d0666cee464c1b6b5666143.npy,6,2026-05-17 18:05:54.414862,1.5143256029889596
1.5626695734577392,56.25610464447861,0.16591031419848,1.1527777777777777,0.24398148148148144,0.6359673030211461,0.42857142857091834,0.6545454545442645,0.5179856114622224,36,55,84,36,48,19,tokens_b24f88f1703341516919a126a9568835ca41ff23316fe2a6ed8a725e250e5d9f,./population/gen_0006/tokens_b24f88f1703341516919a126a9568835ca41ff23316fe2a6ed8a725e250e5d9f.npy,6,2026-05-17 18:06:11.443059,1.5626695734577392
1.4831521720110779,53.3934781923988,0.1558373571962631,1.0833333333333333,0.24398148148148144,0.6377462328404396,0.4499999999994375,0.6545454545442645,0.5333333332842578,36,55,80,36,44,19,tokens_4fa531556fe75e6b9472cd69910fdfdd07db6084d410b7781a524d572d96cc21,./population/gen_0006/tokens_4fa531556fe75e6b9472cd69910fdfdd07db6084d410b7781a524d572d96cc21.npy,6,2026-05-17 18:06:28.325175,1.4831521720110779
1.4849370870896885,53.45773513522879,0.1483630130156145,1.0833333333333333,0.25324074074074077,0.6515695679810556,0.4430379746829835,0.6363636363624793,0.5223880596523168,36,55,79,35,44,20,tokens_41bd4f0a5083ae2356ace6d9de759e39e02a203d1c87f147f8cba3b141a4716e,./population/gen_0006/tokens_41bd4f0a5083ae2356ace6d9de759e39e02a203d1c87f147f8cba3b141a4716e.npy,6,2026-05-17 18:06:45.001967,1.4849370870896885
1.5263192802842929,54.94749409023454,0.1480785395435521,1.125,0.25324074074074077,0.6561873244290217,0.4320987654315653,0.6363636363624793,0.5147058823040116,36,55,81,35,46,20,tokens_5796df800af139aecee7eccbcb82e0aff11d52361e3e39d762bcc45ad0b75f1a,./population/gen_0006/tokens_5796df800af139aecee7eccbcb82e0aff11d52361e3e39d762bcc45ad0b75f1a.npy,6,2026-05-17 18:07:01.805184,1.5263192802842929
1.4622721218584482,52.64179638690414,0.1534758255621524,1.0555555555555556,0.25324074074074077,0.64809277383408,0.4487179487173734,0.6363636363624793,0.526315789424388,36,55,78,35,43,20,tokens_948d85fa67ae27f2979583d14182fa81f5930bb2bbfb28767a8ce8beee8c4bdf,./population/gen_0006/tokens_948d85fa67ae27f2979583d14182fa81f5930bb2bbfb28767a8ce8beee8c4bdf.npy,6,2026-05-17 18:07:18.732891,1.4622721218584482
1.4603403717995982,52.57225338478553,0.15154407550330184,1.0555555555555556,0.25324074074074077,0.6485843222137712,0.4487179487173734,0.6363636363624793,0.526315789424388,36,55,78,35,43,20,tokens_c8932f6ec6cc97daad2d49fd6e393f0ccd6e2b897edf017e49f8cb594f159044,./population/gen_0006/tokens_c8932f6ec6cc97daad2d49fd6e393f0ccd6e2b897edf017e49f8cb594f159044.npy,6,2026-05-17 18:07:35.724372,1.4603403717995982
1.446820855763224,52.08555080747607,0.15191344835581672,1.0416666666666667,0.25324074074074077,0.646482398657175,0.4545454545448642,0.6363636363624793,0.5303030302536156,36,55,77,35,42,20,tokens_f98c04b25cd4a7e05ec9ece359171465ed3080335c011fa656e9aeb108044199,./population/gen_0006/tokens_f98c04b25cd4a7e05ec9ece359171465ed3080335c011fa656e9aeb108044199.npy,6,2026-05-17 18:07:52.638042,1.446820855763224
1.4953679617935407,53.833246624567465,0.1495346284602073,1.0925925925925926,0.25324074074074077,0.6466621557305797,0.4374999999994531,0.6363636363624793,0.5185185184694651,36,55,80,35,45,20,tokens_d0f944aef025871ad36f9efba14b56dd723849da945255efd47b443633e9adff,./population/gen_0006/tokens_d0f944aef025871ad36f9efba14b56dd723849da945255efd47b443633e9adff.npy,6,2026-05-17 18:08:09.459167,1.4953679617935407
1.4907092486576794,53.66553295167646,0.14950554495397558,1.0694444444444444,0.2717592592592592,0.6382498631882119,0.4430379746829835,0.6363636363624793,0.5223880596523168,36,55,79,35,44,20,tokens_7b64606d84cd0194c2729a15a3834ee3f53a7135447ae5b1f01eaa767c831885,./population/gen_0006/tokens_7b64606d84cd0194c2729a15a3834ee3f53a7135447ae5b1f01eaa767c831885.npy,6,2026-05-17 18:08:26.342556,1.4907092486576794
